subject,condition,block,group,item,word,phoneme,accuracy,raw_rt
6,target1,block3,24,116,seem,s,1,558
6,target2,block3,24,117,faster,no,1,600
6,target1,block3,24,118,pass,s,1,779
6,target2,block3,24,119,battle,no,1,638
6,filler,block3,24,120,pention,pention,1,759
7,target2,block3,17,81,bod,o,1,1125
7,target1,block3,17,82,thigh,th,1,745
7,target1,block3,17,83,myth,th,1,1027
7,target2,block3,17,84,bond,o,1,1143
7,filler,block3,17,85,froze,froze,1,959
7,target1,block3,18,86,growth,th,0,1939
7,target2,block3,18,87,cap,no,1,673
7,target1,block3,18,88,think,th,0,2006
7,target2,block3,18,89,black,no,1,1318
7,filler,block3,18,90,hey,hey,1,992
7,target1,block3,19,91,thought,th,1,1004
7,target2,block3,19,92,pat,no,1,1059
7,target2,block3,19,93,block,o,1,1329
7,target1,block3,19,94,path,th,1,1043
7,filler,block3,19,95,deal,deal,1,629
7,target1,block3,20,96,theme,th,1,681
7,target2,block3,20,97,foster,o,1,1362
7,target2,block3,20,98,mop,o,1,778
7,target1,block3,20,99,worth,th,0,1670
7,filler,block3,20,100,eyes,eyes,1,1848
7,target2,block3,21,101,band,no,1,795
7,target1,block3,21,102,miss,s,1,1539
7,target2,block3,21,103,bod,o,0,1143
7,target1,block3,21,104,growth,th,1,1367
7,filler,block3,21,105,know,know,1,973
7,target2,block3,22,106,map,no,1,935
7,target1,block3,22,107,sigh,s,1,825
7,target2,block3,22,108,bottle,o,1,1007
7,target1,block3,22,109,sought,s,1,1678
7,filler,block3,22,110,tide,tide,1,1181
7,target1,block3,23,111,think,th,1,596
7,target2,block3,23,112,cop,o,1,2108
7,target2,block3,23,113,pot,o,1,788
7,target1,block3,23,114,worse,s,0,1288
7,filler,block3,23,115,men,men,1,1044
7,target1,block3,24,116,seem,s,1,1611
7,target2,block3,24,117,faster,no,1,779
7,target1,block3,24,118,pass,s,1,2586
7,target2,block3,24,119,bottle,o,0,976
7,filler,block3,24,120,pention,pention,1,886
8,target2,block3,17,81,bod,o,1,1528
8,target1,block3,17,82,thigh,th,1,1559
8,target1,block3,17,83,myth,th,1,721
8,target2,block3,17,84,bond,o,1,927
8,filler,block3,17,85,froze,froze,1,1101
8,target1,block3,18,86,gross,s,1,774
8,target2,block3,18,87,cap,no,1,1133
8,target1,block3,18,88,sink,s,1,1272
8,target2,block3,18,89,black,no,1,953
8,filler,block3,18,90,hey,hey,1,1020
8,target1,block3,19,91,thought,th,1,1046
8,target2,block3,19,92,pat,no,1,1415
8,target2,block3,19,93,block,o,1,909
8,target1,block3,19,94,path,th,1,832
8,filler,block3,19,95,deal,deal,1,845
8,target1,block3,20,96,theme,th,1,1899
8,target2,block3,20,97,foster,o,1,876
8,target2,block3,20,98,mop,o,1,1109
8,target1,block3,20,99,worse,s,1,785
8,filler,block3,20,100,eyes,eyes,1,1255
8,target2,block3,21,101,band,no,1,859
8,target1,block3,21,102,miss,s,1,699
8,target2,block3,21,103,bad,no,1,1152
8,target1,block3,21,104,growth,th,1,790
8,filler,block3,21,105,know,know,1,1100
8,target2,block3,22,106,map,no,1,1054
8,target1,block3,22,107,sigh,s,1,1323
8,target2,block3,22,108,bottle,o,1,1920
8,target1,block3,22,109,sought,s,1,1440
8,filler,block3,22,110,tide,tide,1,1284
8,target1,block3,23,111,think,th,1,739
8,target2,block3,23,112,cop,o,1,1461
8,target2,block3,23,113,pot,o,1,1539
8,target1,block3,23,114,worth,th,1,999
8,filler,block3,23,115,men,men,1,884
8,target1,block3,24,116,seem,s,1,2420
8,target2,block3,24,117,faster,no,1,1160
8,target1,block3,24,118,pass,s,1,765
8,target2,block3,24,119,battle,no,1,715
8,filler,block3,24,120,pention,pention,1,929
9,target2,block3,17,81,bod,o,1,865
9,target1,block3,17,82,thigh,th,1,862
9,target1,block3,17,83,myth,th,1,1339
9,target2,block3,17,84,bond,o,1,886
9,filler,block3,17,85,froze,froze,1,1367
9,target1,block3,18,86,gross,s,1,1960
9,target2,block3,18,87,cap,no,1,1090
9,target1,block3,18,88,sink,s,1,1288
9,target2,block3,18,89,black,no,1,1169
9,filler,block3,18,90,hey,hey,1,1232
9,target1,block3,19,91,thought,th,1,1416
9,target2,block3,19,92,pat,no,1,1012
9,target2,block3,19,93,block,o,1,1043
9,target1,block3,19,94,path,th,1,823
9,filler,block3,19,95,deal,deal,1,1125
9,target1,block3,20,96,theme,th,1,824
9,target2,block3,20,97,foster,o,1,871
9,target2,block3,20,98,mop,o,1,933
9,target1,block3,20,99,worse,s,1,1199
9,filler,block3,20,100,eyes,eyes,1,1884
9,target2,block3,21,101,band,no,1,1362
9,target1,block3,21,102,miss,s,1,788
9,target2,block3,21,103,bad,no,1,1138
9,target1,block3,21,104,growth,th,1,906
9,filler,block3,21,105,know,know,1,983
9,target2,block3,22,106,map,no,1,1246
9,target1,block3,22,107,sigh,s,1,1334
9,target2,block3,22,108,bottle,o,1,1132
9,target1,block3,22,109,thought,th,0,1305
9,filler,block3,22,110,tide,tide,1,1594
9,target1,block3,23,111,think,th,1,845
9,target2,block3,23,112,cop,o,1,1647
9,target2,block3,23,113,pot,o,1,1178
9,target1,block3,23,114,worth,th,1,942
9,filler,block3,23,115,men,men,1,1690
9,target1,block3,24,116,seem,s,1,1355
9,target2,block3,24,117,faster,no,1,1031
9,target1,block3,24,118,pass,s,1,1169
9,target2,block3,24,119,battle,no,1,1460
9,filler,block3,24,120,pention,pention,1,1181
10,target2,block3,17,81,bod,o,1,2528
10,target1,block3,17,82,sigh,s,0,2700
10,target1,block3,17,83,miss,s,0,1742
10,target2,block3,17,84,bond,o,1,651
10,filler,block3,17,85,froze,froze,1,1084
10,target1,block3,18,86,gross,s,1,1332
10,target2,block3,18,87,cap,no,1,838
10,target1,block3,18,88,sink,s,1,1373
10,target2,block3,18,89,black,no,1,2425
10,filler,block3,18,90,hey,hey,1,823
10,target1,block3,19,91,thought,th,1,1230
10,target2,block3,19,92,pat,no,1,717
10,target2,block3,19,93,block,o,1,1116
10,target1,block3,19,94,path,th,1,828
10,filler,block3,19,95,deal,deal,1,1375
10,target1,block3,20,96,theme,th,1,716
10,target2,block3,20,97,foster,o,1,699
10,target2,block3,20,98,mop,o,1,475
10,target1,block3,20,99,worth,th,0,2129
10,filler,block3,20,100,eyes,eyes,1,2392
10,target2,block3,21,101,band,no,1,634
10,target1,block3,21,102,miss,s,1,940
10,target2,block3,21,103,bad,no,1,783
10,target1,block3,21,104,growth,th,1,1109
10,filler,block3,21,105,know,know,1,1090
10,target2,block3,22,106,map,no,1,630
10,target1,block3,22,107,sigh,s,1,613
10,target2,block3,22,108,bottle,o,1,1424
10,target1,block3,22,109,sought,s,1,1051
10,filler,block3,22,110,tight,tight,0,694
10,target1,block3,23,111,think,th,1,4319
10,target2,block3,23,112,cop,o,1,805
10,target2,block3,23,113,pot,o,1,704
10,target1,block3,23,114,worth,th,1,1336
10,filler,block3,23,115,men,men,1,752
10,target1,block3,24,116,seem,s,1,3528
10,target2,block3,24,117,faster,no,1,619
10,target1,block3,24,118,pass,s,1,1043
10,target2,block3,24,119,battle,no,1,1497
10,filler,block3,24,120,pention,pention,1,1787
11,target2,block3,17,81,bod,o,1,1012
11,target1,block3,17,82,thigh,th,1,776
11,target1,block3,17,83,myth,th,1,814
11,target2,block3,17,84,bond,o,1,819
11,filler,block3,17,85,froze,froze,1,4224
11,target1,block3,18,86,gross,s,1,763
11,target2,block3,18,87,cap,no,1,825
11,target1,block3,18,88,sink,s,1,620
11,target2,block3,18,89,black,no,1,781
11,filler,block3,18,90,hey,hey,1,862
11,target1,block3,19,91,thought,th,1,716
11,target2,block3,19,92,pat,no,1,743
11,target2,block3,19,93,block,o,1,809
11,target1,block3,19,94,path,th,1,994
11,filler,block3,19,95,deal,deal,1,735
11,target1,block3,20,96,theme,th,1,801
11,target2,block3,20,97,foster,o,1,849
11,target2,block3,20,98,mop,o,1,721
11,target1,block3,20,99,worse,s,1,789
11,filler,block3,20,100,eyes,eyes,1,2107
11,target2,block3,21,101,band,no,1,626
11,target1,block3,21,102,miss,s,1,615
11,target2,block3,21,103,bad,no,1,649
11,target1,block3,21,104,growth,th,1,859
11,filler,block3,21,105,know,know,1,845
11,target2,block3,22,106,map,no,1,808
11,target1,block3,22,107,sigh,s,1,697
11,target2,block3,22,108,bottle,o,1,1523
11,target1,block3,22,109,sought,s,1,1408
11,filler,block3,22,110,tide,tide,1,1190
11,target1,block3,23,111,think,th,1,1126
11,target2,block3,23,112,cop,o,1,937
11,target2,block3,23,113,pot,o,1,656
11,target1,block3,23,114,worse,s,0,899
11,filler,block3,23,115,men,men,1,1123
11,target1,block3,24,116,seem,s,1,778
11,target2,block3,24,117,faster,no,1,832
11,target1,block3,24,118,pass,s,1,711
11,target2,block3,24,119,battle,no,1,666
11,filler,block3,24,120,pention,pention,1,1213
12,target2,block3,17,81,bad,no,0,911
12,target1,block3,17,82,thigh,th,1,832
12,target1,block3,17,83,miss,s,0,1289
12,target2,block3,17,84,bond,o,1,1188
12,filler,block3,17,85,froze,froze,1,1476
12,target1,block3,18,86,gross,s,1,1254
12,target2,block3,18,87,cap,no,1,1136
12,target1,block3,18,88,sink,s,1,998
12,target2,block3,18,89,black,no,1,904
12,filler,block3,18,90,hey,hey,1,960
12,target1,block3,19,91,thought,th,1,899
12,target2,block3,19,92,pat,no,1,1013
12,target2,block3,19,93,block,o,1,871
12,target1,block3,19,94,path,th,1,1587
12,filler,block3,19,95,deal,deal,1,1089
12,target1,block3,20,96,theme,th,1,888
12,target2,block3,20,97,foster,o,1,1541
12,target2,block3,20,98,mop,o,1,920
12,target1,block3,20,99,worse,s,1,1188
12,filler,block3,20,100,eyes,eyes,1,1915
12,target2,block3,21,101,band,no,1,1066
12,target1,block3,21,102,miss,s,1,979
12,target2,block3,21,103,bod,o,0,1047
12,target1,block3,21,104,growth,th,1,1752
12,filler,block3,21,105,know,know,1,1132
12,target2,block3,22,106,map,no,1,961
12,target1,block3,22,107,sigh,s,1,1245
12,target2,block3,22,108,battle,no,0,1068
12,target1,block3,22,109,sought,s,1,2096
12,filler,block3,22,110,tide,tide,1,1977
12,target1,block3,23,111,think,th,1,1059
12,target2,block3,23,112,cop,o,1,1126
12,target2,block3,23,113,pot,o,1,1123
12,target1,block3,23,114,worth,th,1,1041
12,filler,block3,23,115,men,men,1,1481
12,target1,block3,24,116,seem,s,1,1192
12,target2,block3,24,117,faster,no,1,1083
12,target1,block3,24,118,pass,s,1,740
12,target2,block3,24,119,battle,no,1,1197
12,filler,block3,24,120,pention,pention,1,1076
13,target2,block3,17,81,bad,no,0,981
13,target1,block3,17,82,sigh,s,0,1398
13,target1,block3,17,83,myth,th,1,3047
13,target2,block3,17,84,bond,o,1,617
13,filler,block3,17,85,froze,froze,1,1601
13,target1,block3,18,86,growth,th,0,664
13,target2,block3,18,87,cap,no,1,948
13,target1,block3,18,88,think,th,0,1246
13,target2,block3,18,89,black,no,1,546
13,filler,block3,18,90,hey,hey,1,888
13,target1,block3,19,91,thought,th,1,4087
13,target2,block3,19,92,pat,no,1,511
13,target2,block3,19,93,block,o,1,960
13,target1,block3,19,94,path,th,1,1530
13,filler,block3,19,95,deal,deal,1,912
13,target1,block3,20,96,seem,s,0,2042
13,target2,block3,20,97,foster,o,1,929
13,target2,block3,20,98,map,no,0,973
13,target1,block3,20,99,worth,th,0,777
13,filler,block3,20,100,eyes,eyes,1,930
13,target2,block3,21,101,band,no,1,1199
13,target1,block3,21,102,miss,s,1,1074
13,target2,block3,21,103,bad,no,1,759
13,target1,block3,21,104,growth,th,1,1655
13,filler,block3,21,105,know,know,1,817
13,target2,block3,22,106,map,no,1,758
13,target1,block3,22,107,sigh,s,1,1792
13,target2,block3,22,108,battle,no,0,623
13,target1,block3,22,109,sought,s,1,3047
13,filler,block3,22,110,tide,tide,1,2508
13,target1,block3,23,111,think,th,1,2330
13,target2,block3,23,112,cop,o,1,3679
13,target2,block3,23,113,pot,o,1,655
13,target1,block3,23,114,worth,th,1,1116
13,filler,block3,23,115,men,men,1,1101
13,target1,block3,24,116,seem,s,1,4146
13,target2,block3,24,117,faster,no,1,670
13,target1,block3,24,118,path,th,0,1392
13,target2,block3,24,119,battle,no,1,707
13,filler,block3,24,120,pention,pention,1,1140
14,target2,block3,17,81,bod,o,1,1145
14,target1,block3,17,82,thigh,th,1,1188
14,target1,block3,17,83,myth,th,1,664
14,target2,block3,17,84,bond,o,1,901
14,filler,block3,17,85,froze,froze,1,1401
14,target1,block3,18,86,gross,s,1,851
14,target2,block3,18,87,cap,no,1,934
14,target1,block3,18,88,sink,s,1,744
14,target2,block3,18,89,black,no,1,766
14,filler,block3,18,90,hey,hey,1,843
14,target1,block3,19,91,thought,th,1,743
14,target2,block3,19,92,pat,no,1,675
14,target2,block3,19,93,block,o,1,717
14,target1,block3,19,94,path,th,1,623
14,filler,block3,19,95,deal,deal,1,783
14,target1,block3,20,96,theme,th,1,855
14,target2,block3,20,97,foster,o,1,790
14,target2,block3,20,98,mop,o,1,1657
14,target1,block3,20,99,worse,s,1,942
14,filler,block3,20,100,eyes,eyes,1,2543
14,target2,block3,21,101,band,no,1,725
14,target1,block3,21,102,miss,s,1,827
14,target2,block3,21,103,bad,no,1,732
14,target1,block3,21,104,growth,th,1,745
14,filler,block3,21,105,know,know,1,804
14,target2,block3,22,106,map,no,1,1627
14,target1,block3,22,107,sigh,s,1,1505
14,target2,block3,22,108,bottle,o,1,1763
14,target1,block3,22,109,sought,s,1,1248
14,filler,block3,22,110,tide,tide,1,2687
14,target1,block3,23,111,think,th,1,762
14,target2,block3,23,112,cop,o,1,766
14,target2,block3,23,113,pot,o,1,2066
14,target1,block3,23,114,worth,th,1,970
14,filler,block3,23,115,men,men,1,1290
14,target1,block3,24,116,seem,s,1,1239
14,target2,block3,24,117,faster,no,1,749
14,target1,block3,24,118,pass,s,1,1433
14,target2,block3,24,119,battle,no,1,778
14,filler,block3,24,120,pention,pention,1,1727
15,target2,block3,17,81,bod,o,1,1432
15,target1,block3,17,82,thigh,th,1,1442
15,target1,block3,17,83,myth,th,1,954
15,target2,block3,17,84,bond,o,1,941
15,filler,block3,17,85,froze,froze,1,1018
15,target1,block3,18,86,growth,th,0,1889
15,target2,block3,18,87,cap,no,1,1076
15,target1,block3,18,88,sink,s,1,1178
15,target2,block3,18,89,black,no,1,838
15,filler,block3,18,90,hey,hey,1,1101
15,target1,block3,19,91,thought,th,1,1122
15,target2,block3,19,92,pat,no,1,743
15,target2,block3,19,93,block,o,1,724
15,target1,block3,19,94,path,th,1,721
15,filler,block3,19,95,deal,deal,1,889
15,target1,block3,20,96,theme,th,1,1141
15,target2,block3,20,97,faster,no,0,957
15,target2,block3,20,98,mop,o,1,1298
15,target1,block3,20,99,worse,s,1,2723
15,filler,block3,20,100,eyes,eyes,1,1384
15,target2,block3,21,101,band,no,1,1162
15,target1,block3,21,102,miss,s,1,904
15,target2,block3,21,103,bad,no,1,1643
15,target1,block3,21,104,growth,th,1,651
15,filler,block3,21,105,know,know,1,1131
15,target2,block3,22,106,map,no,1,745
15,target1,block3,22,107,sigh,s,1,1013
15,target2,block3,22,108,bottle,o,1,1312
15,target1,block3,22,109,thought,th,0,1318
15,filler,block3,22,110,tide,tide,1,1057
15,target1,block3,23,111,think,th,1,1182
15,target2,block3,23,112,cop,o,1,804
15,target2,block3,23,113,pot,o,1,878
15,target1,block3,23,114,worth,th,1,1189
15,filler,block3,23,115,men,men,1,3167
15,target1,block3,24,116,seem,s,1,2243
15,target2,block3,24,117,foster,o,0,1149
15,target1,block3,24,118,pass,s,1,1640
15,target2,block3,24,119,battle,no,1,1480
15,filler,block3,24,120,pention,pention,1,1247
16,target2,block3,17,81,bad,no,0,1790
16,target1,block3,17,82,sigh,s,0,521
16,target1,block3,17,83,myth,th,1,474
16,target2,block3,17,84,band,no,0,1704
16,filler,block3,17,85,froze,froze,1,1343
16,target1,block3,18,86,gross,s,1,961
16,target2,block3,18,87,cop,o,0,3590
16,target1,block3,18,88,sink,s,1,866
16,target2,block3,18,89,black,no,1,598
16,filler,block3,18,90,hey,hey,1,1421
16,target1,block3,19,91,thought,th,1,1304
16,target2,block3,19,92,pot,o,0,660
16,target2,block3,19,93,block,o,1,507
16,target1,block3,19,94,path,th,1,1581
16,filler,block3,19,95,deal,deal,1,775
16,target1,block3,20,96,theme,th,1,425
16,target2,block3,20,97,foster,o,1,2607
16,target2,block3,20,98,mop,o,1,1136
16,target1,block3,20,99,worse,s,1,929
16,filler,block3,20,100,eyes,eyes,1,1717
16,target2,block3,21,101,band,no,1,1445
16,target1,block3,21,102,miss,s,1,574
16,target2,block3,21,103,bad,no,1,1718
16,target1,block3,21,104,growth,th,1,940
16,filler,block3,21,105,know,know,1,544
16,target2,block3,22,106,mop,o,0,1522
16,target1,block3,22,107,sigh,s,1,491
16,target2,block3,22,108,bottle,o,1,5984
16,target1,block3,22,109,sought,s,1,1218
16,filler,block3,22,110,tide,tide,1,1516
16,target1,block3,23,111,think,th,1,475
16,target2,block3,23,112,cop,o,1,2295
16,target2,block3,23,113,pot,o,1,666
16,target1,block3,23,114,worth,th,1,656
16,filler,block3,23,115,men,men,1,571
16,target1,block3,24,116,seem,s,1,503
16,target2,block3,24,117,faster,no,1,466
16,target1,block3,24,118,pass,s,1,484
16,target2,block3,24,119,battle,no,1,835
16,filler,block3,24,120,pention,pention,1,766
17,target2,block3,17,81,bad,no,0,1164
17,target1,block3,17,82,sigh,s,0,711
17,target1,block3,17,83,myth,th,1,999
17,target2,block3,17,84,bond,o,1,1172
17,filler,block3,17,85,froze,froze,1,891
17,target1,block3,18,86,gross,s,1,716
17,target2,block3,18,87,cap,no,1,723
17,target1,block3,18,88,think,th,0,1320
17,target2,block3,18,89,black,no,1,1277
17,filler,block3,18,90,hey,hey,1,1417
17,target1,block3,19,91,thought,th,1,1043
17,target2,block3,19,92,pat,no,1,1599
17,target2,block3,19,93,block,o,1,816
17,target1,block3,19,94,path,th,1,796
17,filler,block3,19,95,deal,deal,1,1073
17,target1,block3,20,96,seem,s,0,1383
17,target2,block3,20,97,foster,o,1,1128
17,target2,block3,20,98,map,no,0,755
17,target1,block3,20,99,worse,s,1,1336
17,filler,block3,20,100,eyes,eyes,1,1366
17,target2,block3,21,101,band,no,1,1039
17,target1,block3,21,102,miss,s,1,893
17,target2,block3,21,103,bad,no,1,1200
17,target1,block3,21,104,growth,th,1,1758
17,filler,block3,21,105,know,know,1,1039
17,target2,block3,22,106,map,no,1,1185
17,target1,block3,22,107,sigh,s,1,1325
17,target2,block3,22,108,battle,no,0,1351
17,target1,block3,22,109,sought,s,1,1073
17,filler,block3,22,110,tide,tide,1,826
17,target1,block3,23,111,think,th,1,915
17,target2,block3,23,112,cap,no,0,889
17,target2,block3,23,113,pat,no,0,1871
17,target1,block3,23,114,worth,th,1,742
17,filler,block3,23,115,men,men,1,957
17,target1,block3,24,116,seem,s,1,746
17,target2,block3,24,117,faster,no,1,967
17,target1,block3,24,118,pass,s,1,644
17,target2,block3,24,119,battle,no,1,1040
17,filler,block3,24,120,pention,pention,1,1223
18,target2,block3,17,81,bod,o,1,846
18,target1,block3,17,82,thigh,th,1,842
18,target1,block3,17,83,myth,th,1,511
18,target2,block3,17,84,bond,o,1,1066
18,filler,block3,17,85,froze,froze,1,1199
18,target1,block3,18,86,gross,s,1,2147
18,target2,block3,18,87,cap,no,1,686
18,target1,block3,18,88,sink,s,1,757
18,target2,block3,18,89,black,no,1,1247
18,filler,block3,18,90,hey,hey,1,863
18,target1,block3,19,91,thought,th,1,771
18,target2,block3,19,92,pat,no,1,1218
18,target2,block3,19,93,block,o,1,667
18,target1,block3,19,94,path,th,1,852
18,filler,block3,19,95,deal,deal,1,1202
18,target1,block3,20,96,theme,th,1,795
18,target2,block3,20,97,foster,o,1,886
18,target2,block3,20,98,mop,o,1,796
18,target1,block3,20,99,worse,s,1,752
18,filler,block3,20,100,eyes,eyes,1,699
18,target2,block3,21,101,band,no,1,592
18,target1,block3,21,102,miss,s,1,695
18,target2,block3,21,103,bad,no,1,755
18,target1,block3,21,104,growth,th,1,1141
18,filler,block3,21,105,know,know,1,796
18,target2,block3,22,106,map,no,1,703
18,target1,block3,22,107,sigh,s,1,852
18,target2,block3,22,108,battle,no,0,1215
18,target1,block3,22,109,thought,th,0,2722
18,filler,block3,22,110,tide,tide,1,1644
18,target1,block3,23,111,think,th,1,560
18,target2,block3,23,112,cop,o,1,863
18,target2,block3,23,113,pot,o,1,534
18,target1,block3,23,114,worth,th,1,606
18,filler,block3,23,115,men,men,1,1087
18,target1,block3,24,116,seem,s,1,973
18,target2,block3,24,117,faster,no,1,885
18,target1,block3,24,118,path,th,0,810
18,target2,block3,24,119,battle,no,1,994
18,filler,block3,24,120,pention,pention,1,1768
19,target2,block3,17,81,bod,o,1,1168
19,target1,block3,17,82,thigh,th,1,2169
19,target1,block3,17,83,myth,th,1,1111
19,target2,block3,17,84,bond,o,1,698
19,filler,block3,17,85,froze,froze,1,1570
19,target1,block3,18,86,gross,s,1,1131
19,target2,block3,18,87,cap,no,1,805
19,target1,block3,18,88,sink,s,1,766
19,target2,block3,18,89,black,no,1,649
19,filler,block3,18,90,hey,hey,1,1149
19,target1,block3,19,91,thought,th,1,1366
19,target2,block3,19,92,pat,no,1,812
19,target2,block3,19,93,block,o,1,850
19,target1,block3,19,94,path,th,1,833
19,filler,block3,19,95,deal,deal,1,926
19,target1,block3,20,96,theme,th,1,689
19,target2,block3,20,97,foster,o,1,676
19,target2,block3,20,98,mop,o,1,800
19,target1,block3,20,99,worth,th,0,822
19,filler,block3,20,100,eyes,eyes,1,760
19,target2,block3,21,101,band,no,1,674
19,target1,block3,21,102,miss,s,1,1161
19,target2,block3,21,103,bad,no,1,792
19,target1,block3,21,104,growth,th,1,1263
19,filler,block3,21,105,know,know,1,1244
19,target2,block3,22,106,map,no,1,734
19,target1,block3,22,107,sigh,s,1,867
19,target2,block3,22,108,bottle,o,1,1079
19,target1,block3,22,109,sought,s,1,1291
19,filler,block3,22,110,tide,tide,1,1007
19,target1,block3,23,111,sink,s,0,808
19,target2,block3,23,112,cap,no,0,896
19,target2,block3,23,113,pot,o,1,1056
19,target1,block3,23,114,worth,th,1,710
19,filler,block3,23,115,men,men,1,1545
19,target1,block3,24,116,seem,s,1,1043
19,target2,block3,24,117,faster,no,1,650
19,target1,block3,24,118,pass,s,1,1485
19,target2,block3,24,119,battle,no,1,638
19,filler,block3,24,120,pention,pention,1,1053
20,target2,block3,17,81,bad,no,0,1074
20,target1,block3,17,82,sigh,s,0,1065
20,target1,block3,17,83,myth,th,1,997
20,target2,block3,17,84,bond,o,1,1491
20,filler,block3,17,85,froze,froze,1,1298
20,target1,block3,18,86,growth,th,0,1039
20,target2,block3,18,87,cap,no,1,1041
20,target1,block3,18,88,think,th,0,1591
20,target2,block3,18,89,black,no,1,1191
20,filler,block3,18,90,hey,hey,1,898
20,target1,block3,19,91,thought,th,1,872
20,target2,block3,19,92,pat,no,1,709
20,target2,block3,19,93,block,o,1,881
20,target1,block3,19,94,pass,s,0,807
20,filler,block3,19,95,deal,deal,1,1176
20,target1,block3,20,96,seem,s,0,1272
20,target2,block3,20,97,foster,o,1,1427
20,target2,block3,20,98,map,no,0,885
20,target1,block3,20,99,worth,th,0,781
20,filler,block3,20,100,eyes,eyes,1,942
20,target2,block3,21,101,band,no,1,1006
20,target1,block3,21,102,myth,th,0,739
20,target2,block3,21,103,bad,no,1,654
20,target1,block3,21,104,growth,th,1,1092
20,filler,block3,21,105,know,know,1,578
20,target2,block3,22,106,map,no,1,840
20,target1,block3,22,107,sigh,s,1,1657
20,target2,block3,22,108,battle,no,0,812
20,target1,block3,22,109,sought,s,1,1391
20,filler,block3,22,110,tide,tide,1,2584
20,target1,block3,23,111,think,th,1,1814
20,target2,block3,23,112,cop,o,1,2444
20,target2,block3,23,113,pot,o,1,940
20,target1,block3,23,114,worth,th,1,719
20,filler,block3,23,115,men,men,1,1017
20,target1,block3,24,116,seem,s,1,1456
20,target2,block3,24,117,faster,no,1,834
20,target1,block3,24,118,path,th,0,735
20,target2,block3,24,119,battle,no,1,642
20,filler,block3,24,120,pention,pention,1,1478
21,target2,block3,17,81,bad,no,0,1037
21,target1,block3,17,82,thigh,th,1,907
21,target1,block3,17,83,myth,th,1,998
21,target2,block3,17,84,bond,o,1,1086
21,filler,block3,17,85,froze,froze,1,1149
21,target1,block3,18,86,gross,s,1,1547
21,target2,block3,18,87,cap,no,1,739
21,target1,block3,18,88,think,th,0,657
21,target2,block3,18,89,black,no,1,957
21,filler,block3,18,90,hey,hey,1,1266
21,target1,block3,19,91,sought,s,0,1078
21,target2,block3,19,92,pat,no,1,946
21,target2,block3,19,93,block,o,1,718
21,target1,block3,19,94,path,th,1,907
21,filler,block3,19,95,deal,deal,1,1038
21,target1,block3,20,96,theme,th,1,947
21,target2,block3,20,97,foster,o,1,1787
21,target2,block3,20,98,mop,o,1,818
21,target1,block3,20,99,worth,th,0,1713
21,filler,block3,20,100,eyes,eyes,1,1269
21,target2,block3,21,101,band,no,1,1057
21,target1,block3,21,102,myth,th,0,1518
21,target2,block3,21,103,bad,no,1,1355
21,target1,block3,21,104,growth,th,1,1128
21,filler,block3,21,105,know,know,1,911
21,target2,block3,22,106,mop,o,0,1026
21,target1,block3,22,107,sigh,s,1,1017
21,target2,block3,22,108,battle,no,0,1097
21,target1,block3,22,109,sought,s,1,1615
21,filler,block3,22,110,tide,tide,1,1827
21,target1,block3,23,111,think,th,1,997
21,target2,block3,23,112,cap,no,0,866
21,target2,block3,23,113,pot,o,1,748
21,target1,block3,23,114,worse,s,0,1608
21,filler,block3,23,115,men,men,1,1314
21,target1,block3,24,116,theme,th,0,1646
21,target2,block3,24,117,faster,no,1,1338
21,target1,block3,24,118,pass,s,1,990
21,target2,block3,24,119,battle,no,1,898
21,filler,block3,24,120,pention,pention,1,1159
22,target2,block3,17,81,bod,o,1,572
22,target1,block3,17,82,sigh,s,0,826
22,target1,block3,17,83,myth,th,1,896
22,target2,block3,17,84,bond,o,1,812
22,filler,block3,17,85,froze,froze,1,858
22,target1,block3,18,86,growth,th,0,965
22,target2,block3,18,87,cap,no,1,740
22,target1,block3,18,88,think,th,0,481
22,target2,block3,18,89,black,no,1,740
22,filler,block3,18,90,hey,hey,1,845
22,target1,block3,19,91,thought,th,1,1180
22,target2,block3,19,92,pat,no,1,918
22,target2,block3,19,93,block,o,1,841
22,target1,block3,19,94,pass,s,0,1175
22,filler,block3,19,95,deal,deal,1,803
22,target1,block3,20,96,theme,th,1,595
22,target2,block3,20,97,foster,o,1,837
22,target2,block3,20,98,mop,o,1,563
22,target1,block3,20,99,worth,th,0,739
22,filler,block3,20,100,eyes,eyes,1,827
22,target2,block3,21,101,band,no,1,556
22,target1,block3,21,102,miss,s,1,810
22,target2,block3,21,103,bad,no,1,777
22,target1,block3,21,104,growth,th,1,958
22,filler,block3,21,105,know,know,1,794
22,target2,block3,22,106,map,no,1,723
22,target1,block3,22,107,thigh,th,0,729
22,target2,block3,22,108,bottle,o,1,760
22,target1,block3,22,109,sought,s,1,586
22,filler,block3,22,110,tide,tide,1,851
22,target1,block3,23,111,think,th,1,735
22,target2,block3,23,112,cap,no,0,738
22,target2,block3,23,113,pot,o,1,570
22,target1,block3,23,114,worse,s,0,1431
22,filler,block3,23,115,men,men,1,903
22,target1,block3,24,116,theme,th,0,1562
22,target2,block3,24,117,faster,no,1,1065
22,target1,block3,24,118,pass,s,1,1228
22,target2,block3,24,119,battle,no,1,552
22,filler,block3,24,120,pention,pention,1,1081
23,target2,block3,17,81,bod,o,1,1034
23,target1,block3,17,82,thigh,th,1,3724
23,target1,block3,17,83,miss,s,0,824
