"subject","controller","condition","word","response","raw_response_time","response_time","type","block_G","group","subject_dummy","response_time1","dummy_type","subject2","subject3","means","adjusted_response_time","similarity_G","sound","similarity"
17,"Question","item-target1-block1-group1","think","1",1776,1776,"Consonant","block1",1,"17_Consonant_block1_",1776,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,693.875,"distant","0.5","0.5"
17,"Question","item-target1-block1-group2","theme","1",1792,1792,"Consonant","block1",2,"17_Consonant_block1_",1792,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,709.875,"distant","0.5","0.5"
17,"Question","item-target2-block1-group2","faster","1",1350,1350,"Vowel","block1",2,"17_Vowel_block1_",1350,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,267.875,"distant","-0.5","0.5"
17,"Question","item-target1-block1-group2","worth","1",3066,3066,"Consonant","block1",2,"17_Consonant_block1_",3066,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,1983.875,"distant","0.5","0.5"
17,"Question","item-target2-block1-group2","bond","0",1694,1694,"Vowel","block1",2,"17_Vowel_block1_",1694,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,611.875,"close","-0.5","0.5"
17,"Question","item-target2-block1-group3","cap","0",1962,1962,"Vowel","block1",3,"17_Vowel_block1_",1962,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,879.875,"distant","-0.5","0.5"
17,"Question","item-target1-block1-group3","path","0",6055,6055,"Consonant","block1",3,"17_Consonant_block1_",NA,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,NA,"distant","0.5","0.5"
17,"Question","item-target2-block1-group3","pat","1",1451,1451,"Vowel","block1",3,"17_Vowel_block1_",1451,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,368.875,"distant","-0.5","0.5"
17,"Question","item-target1-block1-group3","sigh","0",2402,2402,"Consonant","block1",3,"17_Consonant_block1_",2402,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,1319.875,"close","0.5","0.5"
17,"Question","item-target1-block1-group4","gross","1",1345,1345,"Consonant","block1",4,"17_Consonant_block1_",1345,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,262.875,"distant","0.5","0.5"
17,"Question","item-target2-block1-group4","bod","1",2859,2859,"Vowel","block1",4,"17_Vowel_block1_",2859,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,1776.875,"distant","-0.5","0.5"
17,"Question","item-target2-block1-group4","map","0",1267,1267,"Vowel","block1",4,"17_Vowel_block1_",1267,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,184.875,"close","-0.5","0.5"
17,"Question","item-target1-block1-group4","myth","1",962,962,"Consonant","block1",4,"17_Consonant_block1_",962,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,-120.125,"distant","0.5","0.5"
17,"Question","item-target2-block1-group5","foster","1",1145,1145,"Vowel","block1",5,"17_Vowel_block1_",1145,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,62.875,"close","-0.5","0.5"
17,"Question","item-target1-block1-group5","seem","1",783,783,"Consonant","block1",5,"17_Consonant_block1_",783,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,-299.125,"close","0.5","0.5"
17,"Question","item-target1-block1-group5","path","1",1718,1718,"Consonant","block1",5,"17_Consonant_block1_",1718,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,635.875,"distant","0.5","0.5"
17,"Question","item-target2-block1-group5","block","1",1596,1596,"Vowel","block1",5,"17_Vowel_block1_",1596,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,513.875,"close","-0.5","0.5"
17,"Question","item-target1-block1-group6","growth","1",731,731,"Consonant","block1",6,"17_Consonant_block1_",731,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,-351.125,"distant","0.5","0.5"
17,"Question","item-target2-block1-group6","bond","1",1010,1010,"Vowel","block1",6,"17_Vowel_block1_",1010,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,-72.125,"close","-0.5","0.5"
17,"Question","item-target2-block1-group6","bad","1",1147,1147,"Vowel","block1",6,"17_Vowel_block1_",1147,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,64.875,"distant","-0.5","0.5"
17,"Question","item-target1-block1-group6","miss","1",1371,1371,"Consonant","block1",6,"17_Consonant_block1_",1371,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,288.875,"close","0.5","0.5"
17,"Question","item-target1-block1-group7","thought","0",1176,1176,"Consonant","block1",7,"17_Consonant_block1_",1176,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,93.875,"close","0.5","0.5"
17,"Question","item-target2-block1-group7","cap","1",929,929,"Vowel","block1",7,"17_Vowel_block1_",929,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,-153.125,"distant","-0.5","0.5"
17,"Question","item-target2-block1-group7","map","1",824,824,"Vowel","block1",7,"17_Vowel_block1_",824,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,-258.125,"distant","-0.5","0.5"
17,"Question","item-target1-block1-group7","worse","1",1083,1083,"Consonant","block1",7,"17_Consonant_block1_",1083,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,0.875,"distant","0.5","0.5"
17,"Question","item-target2-block1-group8","battle","1",1501,1501,"Vowel","block1",8,"17_Vowel_block1_",1501,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,418.875,"distant","-0.5","0.5"
17,"Question","item-target1-block1-group8","sigh","1",1636,1636,"Consonant","block1",8,"17_Consonant_block1_",1636,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,553.875,"close","0.5","0.5"
17,"Question","item-target1-block1-group8","think","0",1263,1263,"Consonant","block1",8,"17_Consonant_block1_",1263,"filler","17_filler_block1_","17_Consonant_block1_",1082.125,180.875,"distant","0.5","0.5"
17,"Question","item-target2-block1-group8","pot","1",1119,1119,"Vowel","block1",8,"17_Vowel_block1_",1119,"filler","17_filler_block1_","17_Vowel_block1_",1082.125,36.875,"close","-0.5","0.5"
17,"Question","item-target2-block2-group9","black","1",1043,1043,"Vowel","block2",9,"17_Vowel_block2_",1043,"filler","17_filler_block2_","17_Vowel_block2_",1084,-41,"distant","-0.5","0.5"
17,"Question","item-target1-block2-group9","think","0",1761,1761,"Consonant","block2",9,"17_Consonant_block2_",1761,"filler","17_filler_block2_","17_Consonant_block2_",1084,677,"distant","0.5","0.5"
17,"Question","item-target2-block2-group9","foster","1",720,720,"Vowel","block2",9,"17_Vowel_block2_",720,"filler","17_filler_block2_","17_Vowel_block2_",1084,-364,"close","-0.5","0.5"
17,"Question","item-target1-block2-group9","path","1",955,955,"Consonant","block2",9,"17_Consonant_block2_",955,"filler","17_filler_block2_","17_Consonant_block2_",1084,-129,"distant","0.5","0.5"
17,"Question","item-target1-block2-group10","gross","1",1281,1281,"Consonant","block2",10,"17_Consonant_block2_",1281,"filler","17_filler_block2_","17_Consonant_block2_",1084,197,"distant","0.5","0.5"
17,"Question","item-target2-block2-group10","pot","1",705,705,"Vowel","block2",10,"17_Vowel_block2_",705,"filler","17_filler_block2_","17_Vowel_block2_",1084,-379,"close","-0.5","0.5"
17,"Question","item-target2-block2-group10","bond","1",1074,1074,"Vowel","block2",10,"17_Vowel_block2_",1074,"filler","17_filler_block2_","17_Vowel_block2_",1084,-10,"close","-0.5","0.5"
17,"Question","item-target1-block2-group10","worth","1",1050,1050,"Consonant","block2",10,"17_Consonant_block2_",1050,"filler","17_filler_block2_","17_Consonant_block2_",1084,-34,"distant","0.5","0.5"
17,"Question","item-target1-block2-group11","seem","1",1266,1266,"Consonant","block2",11,"17_Consonant_block2_",1266,"filler","17_filler_block2_","17_Consonant_block2_",1084,182,"close","0.5","0.5"
17,"Question","item-target2-block2-group11","bad","1",1149,1149,"Vowel","block2",11,"17_Vowel_block2_",1149,"filler","17_filler_block2_","17_Vowel_block2_",1084,65,"distant","-0.5","0.5"
17,"Question","item-target1-block2-group11","sigh","1",927,927,"Consonant","block2",11,"17_Consonant_block2_",927,"filler","17_filler_block2_","17_Consonant_block2_",1084,-157,"close","0.5","0.5"
17,"Question","item-target2-block2-group11","cap","0",1240,1240,"Vowel","block2",11,"17_Vowel_block2_",1240,"filler","17_filler_block2_","17_Vowel_block2_",1084,156,"distant","-0.5","0.5"
17,"Question","item-target2-block2-group12","battle","0",950,950,"Vowel","block2",12,"17_Vowel_block2_",950,"filler","17_filler_block2_","17_Vowel_block2_",1084,-134,"distant","-0.5","0.5"
17,"Question","item-target1-block2-group12","miss","1",800,800,"Consonant","block2",12,"17_Consonant_block2_",800,"filler","17_filler_block2_","17_Consonant_block2_",1084,-284,"distant","0.5","0.5"
17,"Question","item-target2-block2-group12","map","0",703,703,"Vowel","block2",12,"17_Vowel_block2_",703,"filler","17_filler_block2_","17_Vowel_block2_",1084,-381,"close","-0.5","0.5"
17,"Question","item-target1-block2-group12","thought","1",738,738,"Consonant","block2",12,"17_Consonant_block2_",738,"filler","17_filler_block2_","17_Consonant_block2_",1084,-346,"distant","0.5","0.5"
17,"Question","item-target2-block2-group13","faster","1",668,668,"Vowel","block2",13,"17_Vowel_block2_",668,"filler","17_filler_block2_","17_Vowel_block2_",1084,-416,"distant","-0.5","0.5"
17,"Question","item-target1-block2-group13","worth","0",2042,2042,"Consonant","block2",13,"17_Consonant_block2_",2042,"filler","17_filler_block2_","17_Consonant_block2_",1084,958,"close","0.5","0.5"
17,"Question","item-target2-block2-group13","band","1",778,778,"Vowel","block2",13,"17_Vowel_block2_",778,"filler","17_filler_block2_","17_Vowel_block2_",1084,-306,"distant","-0.5","0.5"
17,"Question","item-target1-block2-group13","growth","1",984,984,"Consonant","block2",13,"17_Consonant_block2_",984,"filler","17_filler_block2_","17_Consonant_block2_",1084,-100,"distant","0.5","0.5"
17,"Question","item-target2-block2-group14","pat","1",978,978,"Vowel","block2",14,"17_Vowel_block2_",978,"filler","17_filler_block2_","17_Vowel_block2_",1084,-106,"distant","-0.5","0.5"
17,"Question","item-target1-block2-group14","think","1",706,706,"Consonant","block2",14,"17_Consonant_block2_",706,"filler","17_filler_block2_","17_Consonant_block2_",1084,-378,"distant","0.5","0.5"
17,"Question","item-target1-block2-group14","thought","0",1376,1376,"Consonant","block2",14,"17_Consonant_block2_",1376,"filler","17_filler_block2_","17_Consonant_block2_",1084,292,"close","0.5","0.5"
17,"Question","item-target2-block2-group14","cap","1",958,958,"Vowel","block2",14,"17_Vowel_block2_",958,"filler","17_filler_block2_","17_Vowel_block2_",1084,-126,"distant","-0.5","0.5"
17,"Question","item-target1-block2-group15","pass","1",2036,2036,"Consonant","block2",15,"17_Consonant_block2_",2036,"filler","17_filler_block2_","17_Consonant_block2_",1084,952,"distant","0.5","0.5"
17,"Question","item-target2-block2-group15","map","1",1325,1325,"Vowel","block2",15,"17_Vowel_block2_",1325,"filler","17_filler_block2_","17_Vowel_block2_",1084,241,"distant","-0.5","0.5"
17,"Question","item-target2-block2-group15","bad","0",1291,1291,"Vowel","block2",15,"17_Vowel_block2_",1291,"filler","17_filler_block2_","17_Vowel_block2_",1084,207,"distant","-0.5","0.5"
17,"Question","item-target1-block2-group15","sigh","0",1599,1599,"Consonant","block2",15,"17_Consonant_block2_",1599,"filler","17_filler_block2_","17_Consonant_block2_",1084,515,"distant","0.5","0.5"
17,"Question","item-target1-block2-group16","myth","1",1610,1610,"Consonant","block2",16,"17_Consonant_block2_",1610,"filler","17_filler_block2_","17_Consonant_block2_",1084,526,"distant","0.5","0.5"
17,"Question","item-target2-block2-group16","battle","1",1249,1249,"Vowel","block2",16,"17_Vowel_block2_",1249,"filler","17_filler_block2_","17_Vowel_block2_",1084,165,"distant","-0.5","0.5"
17,"Question","item-target2-block2-group16","block","1",1106,1106,"Vowel","block2",16,"17_Vowel_block2_",1106,"filler","17_filler_block2_","17_Vowel_block2_",1084,22,"close","-0.5","0.5"
17,"Question","item-target1-block2-group16","theme","1",820,820,"Consonant","block2",16,"17_Consonant_block2_",820,"filler","17_filler_block2_","17_Consonant_block2_",1084,-264,"distant","0.5","0.5"
17,"Question","item-target2-block3-group17","bad","0",1164,1164,"Vowel","block3",17,"17_Vowel_block3_",1164,"filler","17_filler_block3_","17_Vowel_block3_",1099,65,"distant","-0.5","0.5"
17,"Question","item-target1-block3-group17","sigh","0",711,711,"Consonant","block3",17,"17_Consonant_block3_",711,"filler","17_filler_block3_","17_Consonant_block3_",1099,-388,"close","0.5","0.5"
17,"Question","item-target1-block3-group17","myth","1",999,999,"Consonant","block3",17,"17_Consonant_block3_",999,"filler","17_filler_block3_","17_Consonant_block3_",1099,-100,"close","0.5","0.5"
17,"Question","item-target2-block3-group17","bond","1",1172,1172,"Vowel","block3",17,"17_Vowel_block3_",1172,"filler","17_filler_block3_","17_Vowel_block3_",1099,73,"close","-0.5","0.5"
17,"Question","item-target1-block3-group18","gross","1",716,716,"Consonant","block3",18,"17_Consonant_block3_",716,"filler","17_filler_block3_","17_Consonant_block3_",1099,-383,"distant","0.5","0.5"
17,"Question","item-target2-block3-group18","cap","1",723,723,"Vowel","block3",18,"17_Vowel_block3_",723,"filler","17_filler_block3_","17_Vowel_block3_",1099,-376,"distant","-0.5","0.5"
17,"Question","item-target1-block3-group18","think","0",1320,1320,"Consonant","block3",18,"17_Consonant_block3_",1320,"filler","17_filler_block3_","17_Consonant_block3_",1099,221,"distant","0.5","0.5"
17,"Question","item-target2-block3-group18","black","1",1277,1277,"Vowel","block3",18,"17_Vowel_block3_",1277,"filler","17_filler_block3_","17_Vowel_block3_",1099,178,"distant","-0.5","0.5"
17,"Question","item-target1-block3-group19","thought","1",1043,1043,"Consonant","block3",19,"17_Consonant_block3_",1043,"filler","17_filler_block3_","17_Consonant_block3_",1099,-56,"distant","0.5","0.5"
17,"Question","item-target2-block3-group19","pat","1",1599,1599,"Vowel","block3",19,"17_Vowel_block3_",1599,"filler","17_filler_block3_","17_Vowel_block3_",1099,500,"distant","-0.5","0.5"
17,"Question","item-target2-block3-group19","block","1",816,816,"Vowel","block3",19,"17_Vowel_block3_",816,"filler","17_filler_block3_","17_Vowel_block3_",1099,-283,"close","-0.5","0.5"
17,"Question","item-target1-block3-group19","path","1",796,796,"Consonant","block3",19,"17_Consonant_block3_",796,"filler","17_filler_block3_","17_Consonant_block3_",1099,-303,"close","0.5","0.5"
17,"Question","item-target1-block3-group20","seem","0",1383,1383,"Consonant","block3",20,"17_Consonant_block3_",1383,"filler","17_filler_block3_","17_Consonant_block3_",1099,284,"distant","0.5","0.5"
17,"Question","item-target2-block3-group20","foster","1",1128,1128,"Vowel","block3",20,"17_Vowel_block3_",1128,"filler","17_filler_block3_","17_Vowel_block3_",1099,29,"close","-0.5","0.5"
17,"Question","item-target2-block3-group20","map","0",755,755,"Vowel","block3",20,"17_Vowel_block3_",755,"filler","17_filler_block3_","17_Vowel_block3_",1099,-344,"close","-0.5","0.5"
17,"Question","item-target1-block3-group20","worse","1",1336,1336,"Consonant","block3",20,"17_Consonant_block3_",1336,"filler","17_filler_block3_","17_Consonant_block3_",1099,237,"close","0.5","0.5"
17,"Question","item-target2-block3-group21","band","1",1039,1039,"Vowel","block3",21,"17_Vowel_block3_",1039,"filler","17_filler_block3_","17_Vowel_block3_",1099,-60,"distant","-0.5","0.5"
17,"Question","item-target1-block3-group21","miss","1",893,893,"Consonant","block3",21,"17_Consonant_block3_",893,"filler","17_filler_block3_","17_Consonant_block3_",1099,-206,"close","0.5","0.5"
17,"Question","item-target2-block3-group21","bad","1",1200,1200,"Vowel","block3",21,"17_Vowel_block3_",1200,"filler","17_filler_block3_","17_Vowel_block3_",1099,101,"distant","-0.5","0.5"
17,"Question","item-target1-block3-group21","growth","1",1758,1758,"Consonant","block3",21,"17_Consonant_block3_",1758,"filler","17_filler_block3_","17_Consonant_block3_",1099,659,"distant","0.5","0.5"
17,"Question","item-target2-block3-group22","map","1",1185,1185,"Vowel","block3",22,"17_Vowel_block3_",1185,"filler","17_filler_block3_","17_Vowel_block3_",1099,86,"close","-0.5","0.5"
17,"Question","item-target1-block3-group22","sigh","1",1325,1325,"Consonant","block3",22,"17_Consonant_block3_",1325,"filler","17_filler_block3_","17_Consonant_block3_",1099,226,"close","0.5","0.5"
17,"Question","item-target2-block3-group22","battle","0",1351,1351,"Vowel","block3",22,"17_Vowel_block3_",1351,"filler","17_filler_block3_","17_Vowel_block3_",1099,252,"distant","-0.5","0.5"
17,"Question","item-target1-block3-group22","sought","1",1073,1073,"Consonant","block3",22,"17_Consonant_block3_",1073,"filler","17_filler_block3_","17_Consonant_block3_",1099,-26,"close","0.5","0.5"
17,"Question","item-target1-block3-group23","think","1",915,915,"Consonant","block3",23,"17_Consonant_block3_",915,"filler","17_filler_block3_","17_Consonant_block3_",1099,-184,"distant","0.5","0.5"
17,"Question","item-target2-block3-group23","cap","0",889,889,"Vowel","block3",23,"17_Vowel_block3_",889,"filler","17_filler_block3_","17_Vowel_block3_",1099,-210,"close","-0.5","0.5"
17,"Question","item-target2-block3-group23","pat","0",1871,1871,"Vowel","block3",23,"17_Vowel_block3_",1871,"filler","17_filler_block3_","17_Vowel_block3_",1099,772,"close","-0.5","0.5"
17,"Question","item-target1-block3-group23","worth","1",742,742,"Consonant","block3",23,"17_Consonant_block3_",742,"filler","17_filler_block3_","17_Consonant_block3_",1099,-357,"distant","0.5","0.5"
17,"Question","item-target1-block3-group24","seem","1",746,746,"Consonant","block3",24,"17_Consonant_block3_",746,"filler","17_filler_block3_","17_Consonant_block3_",1099,-353,"distant","0.5","0.5"
17,"Question","item-target2-block3-group24","faster","1",967,967,"Vowel","block3",24,"17_Vowel_block3_",967,"filler","17_filler_block3_","17_Vowel_block3_",1099,-132,"distant","-0.5","0.5"
17,"Question","item-target1-block3-group24","pass","1",644,644,"Consonant","block3",24,"17_Consonant_block3_",644,"filler","17_filler_block3_","17_Consonant_block3_",1099,-455,"distant","0.5","0.5"
17,"Question","item-target2-block3-group24","battle","1",1040,1040,"Vowel","block3",24,"17_Vowel_block3_",1040,"filler","17_filler_block3_","17_Vowel_block3_",1099,-59,"close","-0.5","0.5"
17,"Question","item-target2-block4-group25","backs","1",2344,2344,"Vowel","block4",25,"17_Vowel_block4_",2344,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,398.625,"close","-0.5","0.5"
17,"Question","item-target1-block4-group25","sing","1",993,993,"Consonant","block4",25,"17_Consonant_block4_",993,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-952.375,"close","0.5","0.5"
17,"Question","item-target2-block4-group25","tap","1",1040,1040,"Vowel","block4",25,"17_Vowel_block4_",1040,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,-905.375,"distant","-0.5","0.5"
17,"Question","item-target1-block4-group25","faith","1",1864,1864,"Consonant","block4",25,"17_Consonant_block4_",1864,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-81.375,"close","0.5","0.5"
17,"Question","item-target1-block4-group26","mouse","1",2964,2964,"Consonant","block4",26,"17_Consonant_block4_",2964,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,1018.625,"close","0.5","0.5"
17,"Question","item-target2-block4-group26","rock","1",1396,1396,"Vowel","block4",26,"17_Vowel_block4_",1396,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,-549.375,"close","-0.5","0.5"
17,"Question","item-target2-block4-group26","hot","1",932,932,"Vowel","block4",26,"17_Vowel_block4_",932,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,-1013.375,"close","-0.5","0.5"
17,"Question","item-target1-block4-group26","forth","1",1054,1054,"Consonant","block4",26,"17_Consonant_block4_",1054,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-891.375,"distant","0.5","0.5"
17,"Question","item-target1-block4-group27","thumb","1",1264,1264,"Consonant","block4",27,"17_Consonant_block4_",1264,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-681.375,"distant","0.5","0.5"
17,"Question","item-target2-block4-group27","lack","1",2562,2562,"Vowel","block4",27,"17_Vowel_block4_",2562,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,616.625,"distant","-0.5","0.5"
17,"Question","item-target1-block4-group27","sick","1",805,805,"Consonant","block4",27,"17_Consonant_block4_",805,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-1140.375,"close","0.5","0.5"
17,"Question","item-target2-block4-group27","rot","1",3566,3566,"Vowel","block4",27,"17_Vowel_block4_",3566,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,1620.625,"close","-0.5","0.5"
17,"Question","item-target2-block4-group28","stomp","1",1400,1400,"Vowel","block4",28,"17_Vowel_block4_",1400,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,-545.375,"distant","-0.5","0.5"
17,"Question","item-target1-block4-group28","mass","1",1665,1665,"Consonant","block4",28,"17_Consonant_block4_",1665,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-280.375,"close","0.5","0.5"
17,"Question","item-target2-block4-group28","sacks","1",2553,2553,"Vowel","block4",28,"17_Vowel_block4_",2553,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,607.625,"distant","-0.5","0.5"
17,"Question","item-target1-block4-group28","thin","1",2984,2984,"Consonant","block4",28,"17_Consonant_block4_",2984,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,1038.625,"distant","0.5","0.5"
17,"Question","item-target2-block4-group29","rack","1",1999,1999,"Vowel","block4",29,"17_Vowel_block4_",1999,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,53.625,"close","-0.5","0.5"
17,"Question","item-target1-block4-group29","forth","0",1379,1379,"Consonant","block4",29,"17_Consonant_block4_",1379,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-566.375,"distant","0.5","0.5"
17,"Question","item-target2-block4-group29","stamp","1",1539,1539,"Vowel","block4",29,"17_Vowel_block4_",1539,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,-406.375,"distant","-0.5","0.5"
17,"Question","item-target1-block4-group29","math","1",867,867,"Consonant","block4",29,"17_Consonant_block4_",867,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-1078.375,"distant","0.5","0.5"
17,"Question","item-target2-block4-group30","box","1",766,766,"Vowel","block4",30,"17_Vowel_block4_",766,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,-1179.375,"close","-0.5","0.5"
17,"Question","item-target1-block4-group30","sick","0",1113,1113,"Consonant","block4",30,"17_Consonant_block4_",1113,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-832.375,"distant","0.5","0.5"
17,"Question","item-target1-block4-group30","thing","1",900,900,"Consonant","block4",30,"17_Consonant_block4_",900,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-1045.375,"distant","0.5","0.5"
17,"Question","item-target2-block4-group30","hot","0",4304,4304,"Vowel","block4",30,"17_Vowel_block4_",4304,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,2358.625,"distant","-0.5","0.5"
17,"Question","item-target1-block4-group31","face","1",4174,4174,"Consonant","block4",31,"17_Consonant_block4_",4174,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,2228.625,"close","0.5","0.5"
17,"Question","item-target2-block4-group31","socks","1",1693,1693,"Vowel","block4",31,"17_Vowel_block4_",1693,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,-252.375,"close","-0.5","0.5"
17,"Question","item-target2-block4-group31","rat","1",1009,1009,"Vowel","block4",31,"17_Vowel_block4_",1009,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,-936.375,"distant","-0.5","0.5"
17,"Question","item-target1-block4-group31","sin","1",1098,1098,"Consonant","block4",31,"17_Consonant_block4_",1098,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-847.375,"distant","0.5","0.5"
17,"Question","item-target1-block4-group32","mouth","1",1210,1210,"Consonant","block4",32,"17_Consonant_block4_",1210,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-735.375,"distant","0.5","0.5"
17,"Question","item-target2-block4-group32","top","1",745,745,"Vowel","block4",32,"17_Vowel_block4_",745,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,-1200.375,"close","-0.5","0.5"
17,"Question","item-target2-block4-group32","lock","1",1443,1443,"Vowel","block4",32,"17_Vowel_block4_",1443,"filler","17_filler_block4_","17_Vowel_block4_",1945.375,-502.375,"close","-0.5","0.5"
17,"Question","item-target1-block4-group32","some","1",1776,1776,"Consonant","block4",32,"17_Consonant_block4_",1776,"filler","17_filler_block4_","17_Consonant_block4_",1945.375,-169.375,"close","0.5","0.5"
18,"Question","item-target1-block1-group1","thought","1",1525,1525,"Consonant","block1",1,"18_Consonant_block1_",1525,"filler","18_filler_block1_","18_Consonant_block1_",1047.25,477.75,"distant","0.5","0.5"
18,"Question","item-target2-block1-group1","black","1",1393,1393,"Vowel","block1",1,"18_Vowel_block1_",1393,"filler","18_filler_block1_","18_Vowel_block1_",1047.25,345.75,"distant","-0.5","0.5"
18,"Question","item-target2-block1-group1","battle","0",804,804,"Vowel","block1",1,"18_Vowel_block1_",804,"filler","18_filler_block1_","18_Vowel_block1_",1047.25,-243.25,"distant","-0.5","0.5"
18,"Question","item-target1-block1-group1","think","1",705,705,"Consonant","block1",1,"18_Consonant_block1_",705,"filler","18_filler_block1_","18_Consonant_block1_",1047.25,-342.25,"distant","0.5","0.5"
18,"Question","item-target1-block1-group2","theme","1",795,795,"Consonant","block1",2,"18_Consonant_block1_",795,"filler","18_filler_block1_","18_Consonant_block1_",1047.25,-252.25,"distant","0.5","0.5"
18,"Question","item-target2-block1-group2","faster","1",1073,1073,"Vowel","block1",2,"18_Vowel_block1_",1073,"filler","18_filler_block1_","18_Vowel_block1_",1047.25,25.75,"distant","-0.5","0.5"
18,"Question","item-target1-block1-group2","worth","1",1644,1644,"Consonant","block1",2,"18_Consonant_block1_",1644,"filler","18_filler_block1_","18_Consonant_block1_",1047.25,596.75,"distant","0.5","0.5"
18,"Question","item-target2-block1-group2","band","1",1053,1053,"Vowel","block1",2,"18_Vowel_block1_",1053,"filler","18_filler_block1_","18_Vowel_block1_",1047.25,5.75,"close","-0.5","0.5"
18,"Question","item-target2-block1-group3","cop","1",2454,2454,"Vowel","block1",3,"18_Vowel_block1_",2454,"filler","18_filler_block1_","18_Vowel_block1_",1047.25,1406.75,"distant","-0.5","0.5"
18,"Question","item-target1-block1-group3","pass","1",1910,1910,"Consonant","block1",3,"18_Consonant_block1_",1910,"filler","18_filler_block1_","18_Consonant_block1_",1047.25,862.75,"distant","0.5","0.5"
18,"Question","item-target2-block1-group3","pat","1",1658,1658,"Vowel","block1",3,"18_Vowel_block1_",1658,"filler","18_filler_block1_","18_Vowel_block1_",1047.25,610.75,"distant","-0.5","0.5"
18,"Question","item-target1-block1-group3","thigh","1",1140,1140,"Consonant","block1",3,"18_Consonant_block1_",1140,"filler","18_filler_block1_","18_Consonant_block1_",1047.25,92.75,"close","0.5","0.5"
18,"Question","item-target1-block1-group4","growth","0",1085,1085,"Consonant","block1",4,"18_Consonant_block1_",1085,"filler","18_filler_block1_","18_Consonant_block1_",1047.25,37.75,"distant","0.5","0.5"
18,"Question","item-target2-block1-group4","bod","1",1296,1296,"Vowel","block1",4,"18_Vowel_block1_",1296,"filler","18_filler_block1_","18_Vowel_block1_",1047.25,248.75,"distant","-0.5","0.5"
18,"Question","item-target2-block1-group4","mop","1",1042,1042,"Vowel","block1",4,"18_Vowel_block1_",1042,"filler","18_filler_block1_","18_Vowel_block1_",1047.25,-5.25,"close","-0.5","0.5"
18,"Question","item-target1-block1-group4","myth","1",1132,1132,"Consonant","block1",4,"18_Consonant_block1_",1132,"filler","18_filler_block1_","18_Consonant_block1_",1047.25,84.75,"distant","0.5","0.5"
18,"Question","item-target2-block1-group5","foster","1",859,859,"Vowel","block1",5,"18_Vowel_block1_",859,"filler","18_filler_block1_","18_Vowel_block1_",1047.25,-188.25,"close","-0.5","0.5"
